0.0	0.9555407405
0.25	0.8794345924
0.5	0.7094175613
0.75	0.5256812796
1.0	0.3631608352
1.25	0.2340530262
1.5	0.1390861777
1.75	0.07428491157
2.0	0.03274956909
2.25	0.008090043135
2.5	-0.004989390806
2.75	-0.01066560764
3.0	-0.01197109381
3.25	-0.01097086221
3.5	-0.008998263203
3.75	-0.006815724256
4.0	-0.004829764696
4.25	-0.003213916056
4.5	-0.002001185885
4.75	-0.001172068142
5.0	-0.0006359063918
5.25	-0.000305962771
5.5	-0.0001175552579
5.75	-4.012206914e-5
6.0	-9.331936885e-6
6.25	-1.596598625e-5
6.5	-4.216110009e-5
6.75	-5.973731266e-5
7.0	-9.923315662e-5
7.25	-0.0001126676185
7.5	-0.0001227817797
7.75	-0.000131708763
8.0	-0.0001379104381
8.25	-0.0001418542689
8.5	-0.0001430953009
8.75	-0.0001430582313
9.0	-0.000142906126
9.25	-0.0001358559582
9.5	-0.000134731557
9.75	-0.0001370008239
10.0	-0.0001304042613
10.25	-0.000126942437
10.5	-0.0001195727213
10.75	-0.0001160430645
11.0	-0.0001123081043
11.25	-0.000108560831
11.5	-0.0001049778392
11.75	-0.0001011471589
12.0	-9.743011336e-5
12.25	-9.372871108e-5
12.5	-8.972331831e-5
12.75	-8.598857167e-5
13.0	-8.227112616e-5
13.25	-7.867852474e-5
13.5	-7.508547086e-5
13.75	-7.155359559e-5
14.0	-6.809005724e-5
14.25	-6.475140209e-5
14.5	-6.14448148e-5
14.75	-5.822300897e-5
15.0	-5.50656184e-5
