0.0	0.0
0.25	0.001710814567
0.5	0.0003460705792
0.75	4.555773339e-5
1.0	1.831091448e-5
1.25	-1.128802686e-6
1.5	-1.097720053e-5
1.75	-5.32175254e-5
2.0	-0.000106900217
2.25	-7.842010751e-5
2.5	-8.615019732e-5
2.75	-8.158204632e-5
3.0	-5.415745194e-5
3.25	-4.317965892e-5
3.5	-2.594456775e-5
3.75	-1.682755638e-5
4.0	-1.037366564e-5
4.25	-7.963056746e-6
4.5	2.166241997e-5
4.75	2.222221856e-5
5.0	1.215362543e-5
5.25	1.67591494e-5
5.5	-5.290337651e-6
5.75	7.61878666e-7
6.0	-4.584590773e-6
6.25	-1.620515262e-6
6.5	9.009377773e-7
6.75	-9.2349943e-6
7.0	-5.719020508e-7
7.25	-1.144850615e-5
7.5	-2.167435077e-6
7.75	-2.233859634e-6
8.0	6.384004371e-7
8.25	3.635065013e-7
8.5	1.117424845e-6
8.75	9.060628707e-7
9.0	4.940590071e-7
9.25	-2.864240991e-6
9.5	-9.630457937e-7
9.75	2.337617736e-6
10.0	-2.076721165e-6
10.25	-2.559318682e-6
10.5	2.369744769e-6
10.75	2.471308577e-6
11.0	2.351983853e-6
11.25	2.23773032e-6
11.5	2.170622153e-6
11.75	2.264152573e-6
12.0	2.161909315e-6
12.25	2.246224809e-6
12.5	2.049096798e-6
12.75	2.079939566e-6
13.0	2.113198684e-6
13.25	2.087769219e-6
13.5	1.987586767e-6
13.75	1.9724926e-6
14.0	1.918869681e-6
14.25	1.829098631e-6
14.5	1.723945301e-6
14.75	1.661802588e-6
15.0	1.6258073e-6
