# (1)t (2)P_1 (3)P_2 (4)P_3 (5)P_4 (6)P_5 (7)P_6 (8)P_7 (9)trace (10)purity (11)vonNeumann_entropy 
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.800833554e-21
2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.276750564e-20
3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.747005454e-20
4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.04931861e-20
5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.867933836e-19
6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.846030703e-19
7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.470329473000001e-19
8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.680513367e-18
9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.895349313e-19
10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.131516294e-19
11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.044427112e-18
12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.036648604e-18
13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.586528198e-18
14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.680513367e-18
15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.241411487e-17
16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.544988096e-17
17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.520770051e-18
18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.366800754e-18
19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.932766877e-17
20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.729302465e-17
21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31730564e-17
22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.071532166e-18
